SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,231 Highland Ct,La Habra,CA,90631,799900,3,2.0,87 - La Habra,1360,7590,1955,2,588,,Active,,,https://www.redfin.com/CA/La-Habra/231-Highland-Ct-90631/home/3101480,CRMLS,PW23160221,N,Y,33.9407539,-117.9443723
MLS Listing,,Single Family Residential,10212 Virgil Cir,Cypress,CA,90630,1350000,5,2.5,80 - Cypress North of Katella,1659,9720,1964,2,814,,Active,,,https://www.redfin.com/CA/Cypress/10212-Virgil-Cir-90630/home/3978359,CRMLS,PW23173602,N,Y,33.8136885,-118.0566307
MLS Listing,,Single Family Residential,1880 N El Camino Real Unit 48-49,San Clemente,CA,92672,7480000,5,6.0,SN - San Clemente North,4500,6399,2012,2,1662,1400,Active,,,https://www.redfin.com/CA/San-Clemente/1880-N-El-Camino-Real-92672/unit-48-49/home/179405739,CRMLS,OC23172674,N,Y,33.4323228,-117.6337402
MLS Listing,,Single Family Residential,2132 Seville Ave,Newport Beach,CA,92661,6725000,4,4.5,NP - Balboa Peninsula,3212,2868,2021,2,2094,,Active,,,https://www.redfin.com/CA/Newport-Beach/2132-Seville-Ave-92661/home/3241545,CRMLS,OC23172092,N,Y,33.5973291,-117.8831786
MLS Listing,,Single Family Residential,609 W Bay Ave,Newport Beach,CA,92661,2999000,4,3.5,NP - Balboa Peninsula,1983,2100,1978,2,1512,,Active,,,https://www.redfin.com/CA/Newport-Beach/609-W-Bay-Ave-92661/home/3236709,CRMLS,OC23171784,N,Y,33.6046687,-117.9080796
MLS Listing,,Single Family Residential,23 Torosa,Lake Forest,CA,92630,1650000,4,3.0,BK - Baker Ranch,2121,3484,2017,2,778,236,Active,,,https://www.redfin.com/CA/Lake-Forest/23-Torosa-92630/home/143909802,CRMLS,OC23172008,N,Y,33.6758112,-117.6818957
MLS Listing,,Condo/Co-op,32 Mira Las Olas,San Clemente,CA,92673,949000,3,2.0,SN - San Clemente North,1512,,2014,2,628,297,Active,,,https://www.redfin.com/CA/San-Clemente/32-Mira-Las-Olas-92673/home/5525995,CRMLS,OC23171393,N,Y,33.4604724,-117.6397027
MLS Listing,,Condo/Co-op,109 Tubeflower,Irvine,CA,92618,1180000,3,2.5,CV - Cypress Village,1410,,2017,2,837,345,Active,,,https://www.redfin.com/CA/Irvine/109-Tubeflower-92618/home/167403925,CRMLS,TR23165316,N,Y,33.6808909,-117.7446618
MLS Listing,,Single Family Residential,16361 Arlington Ln,Huntington Beach,CA,92649,999999,3,1.5,17 - Northwest Huntington Beach,1127,6201,1959,2,887,,Active,September-23-2023 12:00 PM,September-23-2023 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/16361-Arlington-Ln-92649/home/3756396,CRMLS,OC23167134,N,Y,33.7243053,-118.0354314
MLS Listing,,Single Family Residential,20485 Via Habana,Yorba Linda,CA,92887,1399000,4,3.0,85 - Yorba Linda,2769,9720,1990,2,505,117,Active,,,https://www.redfin.com/CA/Yorba-Linda/20485-Via-Habana-92887/home/4257954,CRMLS,PW23168882,N,Y,33.8773902,-117.7772151
MLS Listing,,Condo/Co-op,19431 Rue De Valore Unit 40H,Lake Forest,CA,92610,530000,1,1.0,FH - Foothill Ranch,936,,1990,2,566,561,Active,,,https://www.redfin.com/CA/Foothill-Ranch/19431-Rue-de-Valore-92610/unit-40H/home/7212575,CRMLS,IV23170945,N,Y,33.6802489,-117.6533394
MLS Listing,,Condo/Co-op,75 Mira Mesa,Rancho Santa Margarita,CA,92688,959900,3,2.5,R1 - Rancho Santa Margarita North,1814,,1992,2,529,510,Active,September-24-2023 01:00 PM,September-24-2023 04:00 PM,https://www.redfin.com/CA/Rancho-Santa-Margarita/75-Mira-Mesa-92688/home/5232290,CRMLS,OC23161350,N,Y,33.6562948,-117.6115569
MLS Listing,,Townhouse,1 Agave Ct,Ladera Ranch,CA,92694,769999,2,2.5,LD - Ladera Ranch,1406,1406,2003,2,548,576,Active,September-23-2023 01:30 PM,September-23-2023 03:00 PM,https://www.redfin.com/CA/Ladera-Ranch/1-Agave-Ct-92694/home/5916399,CRMLS,OC23169793,N,Y,33.5503003,-117.6349896
MLS Listing,,Single Family Residential,13 Via Fontibre,San Clemente,CA,92673,1895000,4,4.0,TL - Talega,2941,5837,2004,2,644,255,Active,,,https://www.redfin.com/CA/San-Clemente/13-Via-Fontibre-92673/home/5950790,CRMLS,OC23173186,N,Y,33.48166526,-117.581901
MLS Listing,,Condo/Co-op,24055 Paseo Del Lago #1156,Laguna Woods,CA,92637,18000,0,1.0,LW - Laguna Woods,500,500,1974,3,36,2503,Active,,,https://www.redfin.com/CA/Laguna-Woods/24055-Paseo-del-Lago-92637/unit-1156/home/5371916,CRMLS,OC23173685,N,Y,33.6138057,-117.744183
MLS Listing,,Single Family Residential,109 Sculpture,Irvine,CA,92618,2098888,5,5.0,GP - Great Park,3000,5500,2018,3,700,235,Active,,,https://www.redfin.com/CA/Irvine/109-Sculpture-92618/home/169483558,CRMLS,OC23173624,N,Y,33.6802538,-117.7191707
MLS Listing,,Condo/Co-op,777 Stone Harbor Cir #42,La Habra,CA,90631,625000,3,2.0,87 - La Habra,1166,,1984,3,536,390,Active,,,https://www.redfin.com/CA/La-Habra/777-Stone-Harbor-Cir-90631/unit-42/home/5649092,CRMLS,OC23173020,N,Y,33.923415,-117.95117
MLS Listing,,Single Family Residential,428 Cabrillo Ter,Corona Del Mar,CA,92625,2600000,3,2.0,CS - Corona Del Mar - Spyglass,1412,6384,1954,3,1841,13,Active,,,https://www.redfin.com/CA/Corona-del-Mar/428-Cabrillo-Ter-92625/home/4730557,CRMLS,PW23173554,N,Y,33.5943841,-117.8629318
MLS Listing,,Single Family Residential,5141 Kingscross Rd,Westminster,CA,92683,825000,4,3.0,"58 - Westminster North of Rancho, S of 405",1643,2701,1972,3,502,325,Active,,,https://www.redfin.com/CA/Westminster/5141-Kingscross-Rd-92683/home/3892313,CRMLS,OC23172734,N,Y,33.757564,-118.0401196
MLS Listing,,Single Family Residential,141 El Levante,San Clemente,CA,92672,2195000,3,2.5,SC - San Clemente Central,3317,9000,1949,3,662,,Active,,,https://www.redfin.com/CA/San-Clemente/141-El-Levante-92672/home/3268872,CRMLS,OC23171416,N,Y,33.4320082,-117.6097898
MLS Listing,,Single Family Residential,26631 Granvia Dr,Mission Viejo,CA,92691,1249000,4,2.0,MC - Mission Viejo Central,1537,8025,1966,3,813,,Active,,,https://www.redfin.com/CA/Mission-Viejo/26631-Granvia-Dr-92691/home/5036843,CRMLS,PW23170293,N,Y,33.6012867,-117.6655657
MLS Listing,,Single Family Residential,10362 Cowan Heights Dr,North Tustin,CA,92705,2185000,3,3.0,NTS - North Tustin,3000,22800,1966,3,728,,Active,,,https://www.redfin.com/CA/Santa-Ana/10362-Cowan-Heights-Dr-92705/home/4765962,CRMLS,PW23172151,N,Y,33.7713149,-117.7725658
MLS Listing,,Single Family Residential,1232 Bering St,Placentia,CA,92870,985000,5,2.5,84 - Placentia,1922,7566,1963,3,512,,Active,,,https://www.redfin.com/CA/Placentia/1232-Bering-St-92870/home/4218694,CRMLS,PW23168044,N,Y,33.8841719,-117.837903
MLS Listing,,Condo/Co-op,12 Parker St,Ladera Ranch,CA,92694,725000,2,2.0,LD - Ladera Ranch,1335,,2004,3,543,426,Active,,,https://www.redfin.com/CA/Ladera-Ranch/12-Parker-St-92694/home/5942955,CRMLS,OC23166911,N,Y,33.5522787,-117.6445999
MLS Listing,,Condo/Co-op,65 Whippoorwill Ln,Aliso Viejo,CA,92656,649000,2,2.0,AV - Aliso Viejo,849,2278,1990,3,764,446,Active,,,https://www.redfin.com/CA/Aliso-Viejo/65-Whippoorwill-Ln-92656/home/5611098,CRMLS,OC23173603,N,Y,33.599585,-117.7438636
MLS Listing,,Single Family Residential,62 Claudius Ct,Irvine,CA,92618,3699000,6,6.0,GP - Great Park,4821,7059,2018,3,767,389,Active,,,https://www.redfin.com/CA/Irvine/62-Claudius-Ct-92618/home/146420164,CRMLS,OC23172161,N,Y,33.6807054,-117.7100753
MLS Listing,,Single Family Residential,3212 Calle Grande,San Clemente,CA,92672,1749900,4,3.0,SN - San Clemente North,3029,6000,1981,3,578,115,Active,,,https://www.redfin.com/CA/San-Clemente/3212-Calle-Grande-Vis-92672/home/5004290,CRMLS,PW23172787,N,Y,33.4532441,-117.6488586
MLS Listing,,Condo/Co-op,36 Lakepines,Irvine,CA,92620,658000,1,1.0,NW - Northwood,835,1092,1977,3,788,467,Active,,,https://www.redfin.com/CA/Irvine/36-Lakepines-92620/home/4787870,CRMLS,OC23173581,N,Y,33.7155254,-117.7593182
MLS Listing,,Single Family Residential,6932 Chapman Ave,Garden Grove,CA,92845,1180000,4,2.0,46 - Eastgate,1913,11500,1961,3,617,,Active,,,https://www.redfin.com/CA/Garden-Grove/6932-Chapman-Ave-92845/home/3617171,CRMLS,OC23169627,N,Y,33.7879207,-118.0119429
MLS Listing,,Single Family Residential,2375 Mesa Verde,Fullerton,CA,92833,1799000,5,5.0,83 - Fullerton,3205,21000,1973,3,561,,Active,,,https://www.redfin.com/CA/Fullerton/2375-Mesa-Verde-92833/home/4091811,CRMLS,PW23171838,N,Y,33.8977157,-117.9440697
MLS Listing,,Single Family Residential,8234 Baldwin Cir,Buena Park,CA,90621,850000,3,2.5,82 - Buena Park,1854,3268,1966,3,458,180,Active,,,https://www.redfin.com/CA/Buena-Park/8234-Baldwin-Cir-90621/home/3288479,CRMLS,PW23171837,N,Y,33.8808511,-117.9899913
MLS Listing,,Condo/Co-op,5427 Calle Carmenita Unit A,Laguna Woods,CA,92637,1675000,3,2.0,LW - Laguna Woods,2022,2022,1977,3,828,781,Active,,,https://www.redfin.com/CA/Laguna-Woods/5427-Calle-Carmenita-92637/unit-A/home/5469199,CRMLS,OC23173558,N,Y,33.6093326,-117.7404028
MLS Listing,,Single Family Residential,28 Blue Jay Dr,Aliso Viejo,CA,92656,1750000,4,3.0,AV - Aliso Viejo,2240,5472,1994,3,781,121,Active,,,https://www.redfin.com/CA/Aliso-Viejo/28-Blue-Jay-Dr-92656/home/4855850,CRMLS,OC23167948,N,Y,33.5962714,-117.7325954
MLS Listing,,Single Family Residential,3996 Myra Ave,Los Alamitos,CA,90720,1595000,5,2.5,52 - Los Alamitos,2800,7254,1966,3,570,,Active,,,https://www.redfin.com/CA/Los-Alamitos/3996-Myra-Ave-90720/home/3977397,CRMLS,PW23121625,N,Y,33.8144607,-118.0634345
MLS Listing,,Single Family Residential,1831 E Orange Grove Ave,Orange,CA,92867,860000,3,2.0,"75 - Orange, Orange Park Acres E of 55",1313,5920,1955,3,655,,Active,,,https://www.redfin.com/CA/Orange/1831-E-Orange-Grove-Ave-92867/home/4402901,CRMLS,MB23172856,N,Y,33.7967752,-117.8340091
MLS Listing,,Multi-Family (2-4 Unit),4908 Seashore Dr,Newport Beach,CA,92663,3995000,5,2.0,N8 - West Newport - Lido,2584,3289,1963,3,1546,,Active,,,https://www.redfin.com/CA/Newport-Beach/4908-Seashore-Dr-92663/home/4582322,CRMLS,NP23172528,N,Y,33.6221336,-117.9419527
MLS Listing,,Condo/Co-op,13701 Annandale Dr  M1  14i,Seal Beach,CA,90740,243000,1,1.0,1A - Seal Beach,700,700,1962,3,347,432,Active,,,https://www.redfin.com/CA/Seal-Beach/13701-Annandale-Dr-90740/unit-14i/home/143851851,CRMLS,PW23160198,N,Y,33.764015,-118.0795066
MLS Listing,,Single Family Residential,28 Bonita,Lake Forest,CA,92610,1250000,4,2.5,FH - Foothill Ranch,2118,3773,1990,3,590,94,Active,September-22-2023 04:00 PM,September-22-2023 08:00 PM,https://www.redfin.com/CA/Foothill-Ranch/28-Bonita-Vis-92610/home/4797545,CRMLS,OC23173519,N,Y,33.68562,-117.6660583
MLS Listing,,Condo/Co-op,1818 W Oceanfront Unit 1 & 2,Newport Beach,CA,92663,5495000,6,4.5,NP - Balboa Peninsula,3405,3300,1986,3,1614,,Active,,,https://www.redfin.com/CA/Newport-Beach/1818-W-Oceanfront-92663/unit-1-2/home/187523618,CRMLS,PW23170751,N,Y,33.6072459,-117.9260573
MLS Listing,,Condo/Co-op,35 Salvatore,Ladera Ranch,CA,92694,1249000,3,3.5,LD - Ladera Ranch,2190,,2005,3,570,1003,Active,,,https://www.redfin.com/CA/Mission-Viejo/35-Salvatore-92694/home/5978596,CRMLS,OC23172988,N,Y,33.54068,-117.635342
MLS Listing,,Condo/Co-op,1533 Merrion Way 2-26C,Seal Beach,CA,90740,343000,2,1.0,1A - Seal Beach,850,1100,1962,3,404,432,Active,,,https://www.redfin.com/CA/Seal-Beach/1533-Merion-Way-90740/home/3424397,CRMLS,PW23171545,N,Y,33.7625909,-118.0863428
MLS Listing,,Single Family Residential,3335 Calle Del Sol,Brea,CA,92823,1300000,3,3.0,86 - Brea,2162,,2017,3,601,399,Active,,,https://www.redfin.com/CA/Brea/3335-Calle-del-Sol-92823/home/160367003,CRMLS,PW23172634,N,Y,33.9152644,-117.8474668
MLS Listing,,Townhouse,31256 Calle San Juan Unit 3C,San Juan Capistrano,CA,92675,455000,2,1.0,MA - Mission Area,897,897,1971,3,507,315,Active,,,https://www.redfin.com/CA/San-Juan-Capistrano/31256-Calle-San-Juan-92675/unit-3C/home/5317384,CRMLS,OC23165345,N,Y,33.5092359,-117.6669646
MLS Listing,,Single Family Residential,28 Seawatch,Newport Coast,CA,92657,17888888,5,4.5,N26 - Newport Coast,5529,9489,2016,3,3235,485,Active,,,https://www.redfin.com/CA/Newport-Coast/28-Seawatch-92657/home/5927607,CRMLS,OC23159778,N,Y,33.5947699,-117.8139726
MLS Listing,,Condo/Co-op,12700 Newport Ave #16,Tustin,CA,92780,540000,2,2.0,71 - Tustin,1241,,1969,3,435,542,Active,,,https://www.redfin.com/CA/Tustin/12700-Newport-Ave-92780/unit-16/home/5355296,CRMLS,OC23173435,N,Y,33.7520368,-117.8067909
MLS Listing,,Multi-Family (2-4 Unit),517 35th St,Newport Beach,CA,92663,2885000,6,4.0,N8 - West Newport - Lido,2900,2849,1972,3,995,,Active,,,https://www.redfin.com/CA/Newport-Beach/517-35th-St-92663/home/4571080,CRMLS,NP23171117,N,Y,33.618553,-117.9311935
MLS Listing,,Single Family Residential,9 Pacific Crst,Laguna Niguel,CA,92677,2388000,4,3.0,LNSLT - Salt Creek,2748,6000,1988,3,869,227,Active,,,https://www.redfin.com/CA/Laguna-Niguel/9-Pacific-Crst-92677/home/4969294,CRMLS,OC23156542,N,Y,33.4917396,-117.6922077
MLS Listing,,Condo/Co-op,85 Smokestone #9,Irvine,CA,92614,604000,1,1.0,WB - Woodbridge,731,,1980,3,826,432,Active,September-23-2023 01:00 AM,September-23-2023 04:00 AM,https://www.redfin.com/CA/Irvine/85-Smokestone-92614/unit-9/home/5573435,CRMLS,PW23173408,N,Y,33.6751914,-117.8071918
MLS Listing,,Single Family Residential,1408 W Glen Dr,Anaheim,CA,92801,930000,3,2.0,699 - Not Defined,1771,10070,1954,3,525,,Active,,,https://www.redfin.com/CA/Anaheim/1408-W-Glen-Dr-92801/home/4054152,CRMLS,DW23173407,N,Y,33.8478011,-117.9375552
MLS Listing,,Single Family Residential,24935 Rollingwood,Lake Forest,CA,92630,1849900,5,3.0,LS - Lake Forest South,2611,8979,1970,3,709,200,Active,,,https://www.redfin.com/CA/Lake-Forest/24935-Rollingwood-Rd-92630/home/4820397,CRMLS,OC23171729,N,Y,33.6360696,-117.6952806
MLS Listing,,Mobile/Manufactured Home,10550 Western Ave SPACE 1,Stanton,CA,90680,179900,3,2.0,"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",1440,,1971,3,125,,Active,,,https://www.redfin.com/CA/Stanton/10550-Western-Ave-90680/unit-1/home/5123832,CRMLS,OC23172519,N,Y,33.8067335,-117.9972221
MLS Listing,,Single Family Residential,33 Coppercrest,Aliso Viejo,CA,92656,1425000,4,2.5,AV - Aliso Viejo,2040,4560,1994,3,699,145,Active,,,https://www.redfin.com/CA/Aliso-Viejo/33-Coppercrest-92656/home/4856060,CRMLS,OC23171869,N,Y,33.5927629,-117.7370853
MLS Listing,,Mobile/Manufactured Home,24922 Muirlands Blvd #116,Lake Forest,CA,92630,540000,3,2.0,LN - Lake Forest North,1700,4990,1996,3,318,970,Active,,,https://www.redfin.com/CA/Lake-Forest/24922-Muirlands-Blvd-92630/unit-116/home/5141436,CRMLS,PT23173396,N,Y,33.6191143,-117.6953201
MLS Listing,,Single Family Residential,20670 Via Augusto,Yorba Linda,CA,92887,1550000,4,3.0,85 - Yorba Linda,2796,5664,1989,3,554,104,Active,,,https://www.redfin.com/CA/Yorba-Linda/20670-Via-Augusto-92887/home/4259755,CRMLS,OC23160399,N,Y,33.8776582,-117.7735192
MLS Listing,,Single Family Residential,1048 Fairbrook Ln,Santa Ana,CA,92706,1050000,4,2.0,70 - Santa Ana North of First,1382,7000,1964,3,760,,Active,,,https://www.redfin.com/CA/Santa-Ana/1048-Fairbrook-Ln-92706/home/3050403,CRMLS,PW23173318,N,Y,33.7772607,-117.8809837
MLS Listing,,Single Family Residential,2920 Hawks Pointe Dr,Fullerton,CA,92833,1750000,4,2.5,83 - Fullerton,3000,6865,2003,3,583,290,Active,,,https://www.redfin.com/CA/Fullerton/2920-Hawks-Pointe-Dr-92833/home/5898402,CRMLS,OC23173244,N,Y,33.9011842,-117.9808882
MLS Listing,,Single Family Residential,27346 Betanzos,Mission Viejo,CA,92692,1375000,4,2.5,MS - Mission Viejo South,2525,5000,1983,3,545,130,Active,,,https://www.redfin.com/CA/Mission-Viejo/27346-Betanzos-92692/home/5029345,CRMLS,OC23166504,N,Y,33.5829693,-117.6534559
MLS Listing,,Single Family Residential,177 Monarch Bay Dr,Dana Point,CA,92629,8250000,0,,MB - Monarch Beach,600,21750,1969,3,13750,,Active,,,https://www.redfin.com/CA/Dana-Point/177-Monarch-Bay-Dr-92629/home/4954740,CRMLS,OC23173217,N,Y,33.4870567,-117.7303275
MLS Listing,,Multi-Family (2-4 Unit),231 S Laxore St,Anaheim,CA,92804,2200000,9,8.0,"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",4040,13068,1963,3,545,,Active,,,https://www.redfin.com/CA/Anaheim/231-S-Laxore-St-92804/home/3585687,CRMLS,RS23173254,N,Y,33.8286576,-117.9920508
MLS Listing,,Condo/Co-op,6105 Salem Rd #277,Yorba Linda,CA,92887,525000,2,2.0,85 - Yorba Linda,1080,,1986,3,486,561,Active,,,https://www.redfin.com/CA/Yorba-Linda/6105-Salem-Rd-92887/unit-277/home/5531989,CRMLS,PW23173050,N,Y,33.872438,-117.722703
MLS Listing,,Single Family Residential,1006 S Courtney Ave,Fullerton,CA,92833,799000,3,2.0,83 - Fullerton,1196,6480,1954,3,668,,Active,,,https://www.redfin.com/CA/Fullerton/1006-S-Courtney-Ave-92833/home/3314556,CRMLS,IG23173235,N,Y,33.8605164,-117.9634473
MLS Listing,,Mobile/Manufactured Home,3424 W Washington Ave #401,Santa Ana,CA,92703,255000,4,2.0,70 - Santa Ana North of First,1305,,2012,3,195,,Active,,,https://www.redfin.com/CA/Santa-Ana/3424-W-Washington-Ave-92703/unit-401/home/187520680,CRMLS,OC23173292,N,Y,33.7572382,-117.9146396
MLS Listing,,Single Family Residential,1880 N El Camino Real #47,San Clemente,CA,92624,2600000,2,2.0,SN - San Clemente North,1440,3142,1978,3,1806,700,Active,September-20-2023 10:00 AM,September-20-2023 01:00 PM,https://www.redfin.com/CA/San-Clemente/1880-N-El-Camino-Real-92672/unit-47/home/28932247,CRMLS,OC23169773,N,Y,33.4323228,-117.6337402
MLS Listing,,Single Family Residential,9692 Gisler Dr,Huntington Beach,CA,92646,2014990,4,3.5,14 - South Huntington Beach,2921,4750,2023,3,690,115,Active,,,https://www.redfin.com/CA/Huntington-Beach/9692-Gisler-Dr-92646/home/186817439,CRMLS,OC23173153,N,Y,33.6550044,-117.9587128
MLS Listing,,Single Family Residential,17431 Bramble Ct,Yorba Linda,CA,92886,1950000,5,3.0,VDV - Vista Del Verde,3340,9832,2002,3,584,,Active,,,https://www.redfin.com/CA/Yorba-Linda/17431-Bramble-Ct-92886/home/5850131,CRMLS,OC23164235,N,Y,33.9116148,-117.8291966
MLS Listing,,Single Family Residential,751 Candlewood St,Brea,CA,92821,900000,4,2.0,86 - Brea,1839,6000,1966,3,489,,Active,,,https://www.redfin.com/CA/Brea/751-Candlewood-St-92821/home/4142915,CRMLS,PW23172611,N,Y,33.9267494,-117.8853064
MLS Listing,,Single Family Residential,14911 Pinehaven Rd,Irvine,CA,92604,990000,3,2.0,EC - El Camino Real,1040,5100,1971,3,952,,Active,,,https://www.redfin.com/CA/Irvine/14911-Pinehaven-Rd-92604/home/4667158,CRMLS,NP23173197,N,Y,33.6926842,-117.7815257
MLS Listing,,Single Family Residential,9162 Russell Ave,Garden Grove,CA,92844,800000,3,1.0,"63 - Garden Grove S of Chapman, W of Euclid",1244,7424,1952,3,643,,Active,,,https://www.redfin.com/CA/Garden-Grove/9162-Russell-Ave-92844/home/3446049,CRMLS,PW23173103,N,Y,33.7687129,-117.9695531
MLS Listing,,Single Family Residential,19341 Pitcairn Ln,Huntington Beach,CA,92646,1250000,6,3.0,699 - Not Defined,2242,6000,1965,3,558,,Active,,,https://www.redfin.com/CA/Huntington-Beach/19341-Pitcairn-Ln-92646/home/3812176,CRMLS,PW23173226,N,Y,33.681789,-117.9488015
MLS Listing,,Single Family Residential,17594 Santa Elena Cir,Fountain Valley,CA,92708,1249000,4,2.0,16 - Fountain Valley / Northeast HB,1997,7185,1965,3,625,,Active,,,https://www.redfin.com/CA/Fountain-Valley/17594-Santa-Elena-Cir-92708/home/3860973,CRMLS,OC23157981,N,Y,33.707181,-117.9721038
MLS Listing,,Multi-Family (2-4 Unit),11421 Mac St,Garden Grove,CA,92841,2150000,9,6.0,"62 - Garden Grove N of Chapman, W of Euclid",4600,23814,1956,3,467,,Active,,,https://www.redfin.com/CA/Garden-Grove/11421-Mac-St-92841/home/3644457,CRMLS,OC23173206,N,Y,33.7967153,-117.9796762
MLS Listing,,Single Family Residential,6 Flat Iron Rd,Coto De Caza,CA,92679,2688000,5,5.5,CC - Coto De Caza,4764,8783,2002,3,564,364,Active,,,https://www.redfin.com/CA/Coto-de-Caza/6-Flat-Iron-Rd-92679/home/5822208,CRMLS,PV23173135,N,Y,33.5629826,-117.5931016
MLS Listing,,Single Family Residential,11382 Schrandt Dr,Garden Grove,CA,92840,900000,4,2.0,"62 - Garden Grove N of Chapman, W of Euclid",1800,9450,1973,3,500,,Active,,,https://www.redfin.com/CA/Garden-Grove/11382-Schrandt-Dr-92840/home/3396538,CRMLS,PW23147973,N,Y,33.7834055,-117.9342592
MLS Listing,,Single Family Residential,5339 Via Apolina,Yorba Linda,CA,92886,1600000,4,3.0,85 - Yorba Linda,2048,3500,1981,3,781,474,Active,,,https://www.redfin.com/CA/Yorba-Linda/5339-Via-Apolina-92886/home/4256855,CRMLS,OC23173209,N,Y,33.884233,-117.7814749
MLS Listing,,Single Family Residential,567 Avenida Adobe,San Clemente,CA,92672,850000,2,1.5,SE - San Clemente Southeast,1192,1199,1974,3,713,386,Active,,,https://www.redfin.com/CA/San-Clemente/567-Avenida-Adobe-92672/home/4992796,CRMLS,OC23173144,N,Y,33.4153958,-117.5906027
MLS Listing,,Single Family Residential,3232 Copa De Oro Dr,Rossmoor,CA,90720,1599000,4,2.0,51 - Rossmoor,1869,9102,1959,3,856,,Active,,,https://www.redfin.com/CA/Rossmoor/3232-Copa-de-Oro-Dr-90720/home/3370774,CRMLS,PW23167823,N,Y,33.7821725,-118.0770829
MLS Listing,,Condo/Co-op,1010 W Macarthur Blvd #92,Santa Ana,CA,92707,399888,1,1.0,69 - Santa Ana South of First,700,,1969,3,571,540,Active,,,https://www.redfin.com/CA/Santa-Ana/1010-W-MacArthur-Blvd-92707/unit-92/home/5566457,CRMLS,PW23173175,N,Y,33.6984147,-117.8818816
MLS Listing,,Condo/Co-op,2139 Ronda Granada Unit A,Laguna Woods,CA,92367,365000,2,2.0,LW - Laguna Woods,1057,1100,1968,3,345,645,Active,,,https://www.redfin.com/CA/Laguna-Woods/2139-Ronda-Granada-92637/unit-A/home/18973569,CRMLS,OC23172873,N,Y,33.6169497,-117.7139243
MLS Listing,,Single Family Residential,23375 Gondor Dr,Lake Forest,CA,92630,1199000,3,2.0,LS - Lake Forest South,1677,5270,1968,3,715,220,Active,,,https://www.redfin.com/CA/Lake-Forest/23375-Gondor-Dr-92630/home/4834297,CRMLS,OC23168962,N,Y,33.6232166,-117.7102815
MLS Listing,,Condo/Co-op,444 S Tustin St Unit J5,Orange,CA,92866,525000,2,1.0,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",966,,1977,3,543,425,Active,,,https://www.redfin.com/CA/Orange/444-S-Tustin-St-92866/unit-J5/home/187517423,CRMLS,OC23173034,N,Y,33.7817393,-117.8371414
MLS Listing,,Townhouse,57 Pasto Rico,Rancho Santa Margarita,CA,92688,649900,2,2.5,R2 - Rancho Santa Margarita Central,1091,,1989,3,596,481,Active,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/57-Pasto-Rico-92688/home/5486359,CRMLS,OC23170650,N,Y,33.6218516,-117.6156032
MLS Listing,,Single Family Residential,26482 Zoraida,Mission Viejo,CA,92691,875000,2,2.0,MS - Mission Viejo South,1739,2210,1976,3,503,440,Active,,,https://www.redfin.com/CA/Mission-Viejo/26482-Zoraida-92691/home/5019621,CRMLS,OC23170813,N,Y,33.5781253,-117.6639958
MLS Listing,,Single Family Residential,8352 Kingfisher Dr,Huntington Beach,CA,92646,1499500,4,3.0,699 - Not Defined,2200,6000,1967,3,682,,Active,,,https://www.redfin.com/CA/Huntington-Beach/8352-Kingfisher-Dr-92646/home/3783107,CRMLS,OC23172727,N,Y,33.6611725,-117.9822385
MLS Listing,,Single Family Residential,28142 Via Bonalde,Mission Viejo,CA,92692,739000,2,2.0,MC - Mission Viejo Central,1004,2677,1975,3,736,588,Active,,,https://www.redfin.com/CA/Mission-Viejo/28142-Via-Bonalde-92692/home/5068374,CRMLS,CV23173055,N,Y,33.6173545,-117.6397812
MLS Listing,,Single Family Residential,5 Estates Dr,Villa Park,CA,92861,2500000,5,6.0,73 - Villa Park,5583,17424,1988,3,448,,Active,,,https://www.redfin.com/CA/Villa-Park/5-Estates-Dr-92861/home/4344043,CRMLS,OC23171595,N,Y,33.8258839,-117.7953759
MLS Listing,,Mobile/Manufactured Home,29 Walnut Via,Anaheim,CA,92801,69000,2,2.0,699 - Not Defined,1229,,1968,3,56,,Active,,,https://www.redfin.com/CA/Anaheim/29-Walnut-Via-92801/home/187516035,CRMLS,SW23173082,N,Y,33.8615962,-117.9143503
MLS Listing,,Condo/Co-op,214 Via Robina #24,San Clemente,CA,92672,895000,2,2.0,SC - San Clemente Central,1050,,1970,3,852,365,Active,,,https://www.redfin.com/CA/San-Clemente/214-Via-Robina-92672/unit-24/home/5457900,CRMLS,OC23168029,N,Y,33.4239796,-117.606189
